text,sentiment_score,lang
"@user mil gracias, Ana! feliz noche, guapa",2,es
"@user @user +1 y coincido, no imaginaba que el 4k se notaría tanto a esas distancias. Pensando en pasar a Netflix UHD",2,es
Making plans with my friends is like Ice Cube trying to get another Friday done. ,1,en
"""Sunday, during the Q&amp;A segment of the Miss USA pageant Miss Texas (Ylianna Guerra) made such an unapologetically... ",1,en
"@user: ""O meu tava bom?"" @fogaca_henrique: ""O seu tava!"" @erickjacquin: ""Tava! O seu tava maravilhoso!"" 😍😍😍😍😍😍😍😍😍😍 #MasterChefBR",2,pt
Sant  : 250 000 d c s de plus par an   partir de 2030   cause du changement climatique: Le changement ... http #climat,1,fr
RT @user: Le piège de l’#énergie verte (via @user) http,1,fr
A discutere di scuola con @user e @user per #labuonascuola.  @user @user @user http,1,it
Nem acredito que vou ter que assistir o #MasterChefBr sem torcer por vc @user 😭😭 Deveria ter repescagem 😃😘😘,0,pt
@user @user may b there is some confusion about Muslims in ur mind set ,1,en
Quem vai assistir #MasterchefBR agora também?,1,pt
"When Apple brings games to AppleTV tomorrow, it will matter because unlike OUYA, Amazon. Razer, etc, Apple has 10's of millions of AppleTVs ",2,en
como canta bonito esse @user #encontro,2,pt
Enfin ! Le décret d'éco-conditionnalité signé http,2,fr
At least they created electoral college to prevent less popular candidate from getting victory by popular vote with help of bigger states. ,1,en
"Voy a ver Armaggedon. Qué cinta rajado, muchas gracias a la persona que me la recomendó",2,es
ECOLOGIE • L'extension du domaine de la glace http via @user,1,fr
"Ahora que estoy en Madrid casi no puedo hacer fotos chachis, solo a mi careto y no",0,es
Sophia está lindinha. #videoshowaovivo,2,pt
Pascal nannte mich gerade Standgebläse... NEIN! EINFACH NEIN!,0,de
"@user in due mesi quel 5,5% può diventare anche 8-10%. è quella la strada da seguire secondo me",1,it
"Hab mir gestern nicht nur Sonnenbrand, sondern auch ne Erkältung geholt. Echt jetzt?",0,de
@user @user no tengo catálogo de modelos de polvos azules amiga,1,es
"Prova muito emocionante, Não Vou Negar Que Chorei  #MasterChefBR",2,pt
RT @user: Notiz an mich: Warnweste kaufen. Finde meine nicht mehr.,1,de
"""Yakub funded 1993 bomb blast, so he is a criminal, but wht bhai said is hang tiger 1st who was d master mind of d blast! #SalmanStandsClear"" ",0,en
"@user el Sabueso es muy malo, el leñador mola   Quiero minero y mago de hielo",1,es
"@user De toute manière, parler écologie dans un monde capitaliste c'est un non-sens ;)",0,fr
"@user bien!!!viva México,viva los pueblos indígenas,viva una América libre!!!",2,es
‘La buona scuola’ 88mila partecipanti alla consultazione online http,1,it
cooomo eu gosto do Murilo... pqp 😂😂😂😂😂👏🏽👏🏽👏🏽 #TheNoite,2,pt
Happy Birthday Wilt Chamberlain may you rest in peace ,2,en
@user no..no no...va benissimo...no anche alla buona scuola...cagata pazzesca,0,it
@user lo se pero tengo la esperanza de que en realidad sea un personaje mucho mas oscuro,0,es
Mais um grande ator que se vai! #NelsonXavier #RIPNelsonXavier #DescanseEmPaz #VideoShowAoVivo,0,pt
"Don't worry, there's enough fossil fuels to go around along with your fossil (outdated) views - we won't have to us… ",1,en
"Haben Sie schon mal engl. Zähne gesehen?“@praesentare: @user So, so: In Deutschland zum Zahnarzt gehen. In UK keine gute Idee?”",1,de
ainda decepcionado que Mirian não saiu #MasterChefBR,0,pt
Cheguei a tempo de ver #ConversaComBial,2,pt
"""Un écosysteme #startup c'est qd ça transpire startup dans tous les coins"" @user #hckrmproto",1,fr
@user @user The team plays at a different level when you are in the game. It's great that you're back. Happy thanksgiving. ,2,en
@user Qualität*,2,de
articolo 1 della #Lip legge di iniziativa popolare per una buona scuola per la Repubblica http,1,it
Did I mention I am going to the Blue Jays game on Friday? I am going to the Blue Jays game on Friday. David Price is pitching. ,1,en
"Vous voulez les infos? Des morts, la crise économique, des attentats, réchauffement climatique, bientôt 3e GM. Voilà.",0,fr
11 octobre journée européenne d’action Stop #TAFTA - CETA -TISA #Qumper : manifestation place Terre au Duc 11h http,1,fr
@user Pero que aún así no me creen,0,es
"Demà assemblea oberta amb @user @user @user temes locals, atur, ecologisme, feminisme, municipalisme http",1,fr
NEWS: Kerry says US may set up refugee camp structures to help with Syria crisis ,1,en
"Basta privilegi, basta vitalizi, la politica deve essere una passione, non un lavoro strapagato. #crisi #governo #monti",0,it
Desde já sou #TeamAzul #MasterChefBR,1,pt
@user @user LOL - 1st off it'd be wah-zee. Israeli start up - dev in '08...sold to Google maps in '12 for $1.1Bil. #SoNotFair ,0,en
Ahora adelante va ser diferente y a mi modo ..voy ser muy fria ..hasta q te duela ..y te daras cuenta,1,es
zählt das schon als Fetisch? #domian,1,de
Y yo!! pero no soy famoso  Lugar muy recomendable y las de Colon tambien!! http,2,es
ITALIE : 4 morts dans une usine de traitement des déchets. http,1,fr
al final me ha dejado llorando y pues bien  yo que estaba hoy pensando saltos de los feliz que estaba. Al pelo todo,0,es
Qué foto más hermosa  @user @user @user @user @user @user @user @user,2,es
Siamo a 50 #followers grazie a tutti,2,it
"Queria dormir cedo, mas tem #MasterChefBR",1,pt
"Ai pula para Vivianne Pasmanter, não to afim de ver matéria de frango a passarinho, nem de galinha eu gosto.   #MaisVoce",0,pt
I used to love John Cena until it started being reported that he was politicking Nikki's push. It seems obvious. ,0,en
"“ti dico una cosa, ma non dirla a nessuno: l’unica persona che merita le tue lacrime, non ti farà mai piangere.”",2,it
Décret Alstom : les ventes d’EnR coincées dans un embouteillage à Bercy (Premium) http #ecologie GreenUnivers,0,fr
"Brebières : de nouvelles éoliennes programmées: Le conseil municipal de Brebières, réuni mercredi 9 juillet, a... http",1,fr
De mi balcón veo pasar pavos horneados y jóvenes horneándose,1,es
"@user Yo no te pido la luna solo pido que me toque la bonoloto, para salir de los problemas.",1,es
#telmi #dewa Brennpunkte: USA: Bei einem Baseballspiel der Atlanta Braves stürzt ein Fan in den Tod,0,de
Mano do céu não acredito que perdi Charlie Hunnam no #TheNoite,0,pt
Gute Nacht...der Letzte macht´s Licht aus...gelle? ;) ♥,2,de
L’UE va arrêter de financer les centrales #hydroélectriques roumaines | http via @user,0,fr
Dennis macht an. Läuft. Gar nicht ... #DennisausHürth http,1,de
@user watch ur back janeht (-;,2,de
"@user Logisch, lösungsorientiert, zielorientiert, egoistisch, berechenbar, wunderbar!",2,de
Grand Theft Auto 5 - Erster DLC heißt angeblich »North Yankton«,1,de
me mantengo optimista pero se me hace difícil a veces de verdad,0,es
Genteee a Ana Furtado é zero carisma #EDeCasa,0,pt
RT @user: In drei Minuten quer durch Köln. Dieses Zeitraffer-Video lässt das Herz eines jeden Kölners höher schlagen! http,1,de
"Also, nicht weil eure Ksotüme doof sind sondern weil ich grad irgendwie keinen Bock auf Kostümieren hab.",0,de
@user @user l iphone 6 sera t elle l annonce la plus intéressante ? J en doute... #objetsconnectés #ecosysteme #NFC,0,fr
"recuerdo que hace 20 kilos decía ""csm, quiero engordar"" 20 kilos después me quedé sin shorts + pantalones quiero ser flaco otra vez",1,es
#ecologie Programme Environnement-Plage: la qualité de l'eau des plages http,1,fr
"@user au Parlement européen, l'aventure continue! Retrouvez notre brochure de présentation de la... http",2,fr
Ségolène ROYAL et Sylvia PINEL ont signé le décret d’éco-conditionnalité très attendu. Prêts bancaires à taux zéro  http,2,fr
"@user eres millonario. Eres millonario de felicidad,  que regalas en cada video. Eres millonario de apoyo, que recives de nosotros",2,es
Hace poquito me dieron las 12 uvas para las 12pm y ya sólo me quedan 5,1,es
"Trem Bala 😩 a música é boa, mas já enjoou 😄 #ConversaComBial",0,pt
"@user mi debbo complimentare con il Governo Monti per la trasparenza, la sobrietà e la pragmaticità tuttavia",2,it
Chorei real oficial #AltasHoras,0,pt
@user Feliz Navidad Felino!!! Jaja! Saludos y abrazos a la familia!,2,es
Mangiare poco per invecchiare bene e vivere di più http,2,it
@user korrekt! Verstehe sowas nicht...,0,de
"#MasterChefBR #Equipeazul Gosto muito da Ana, ela vai indo, neutra, até a final.",2,pt
Pub : le poids du papier http,1,fr
Maghress/Eco&gt; Quatrième Conférence sur le changement climatique et le développement en… http,1,fr
A tutti voi con carica vi do il buongiornooooo http,2,it
@user ora venite in italia e mi devi seguire perche io tra un po' piango perche io vi voglio conoscere. vi voglio bene scemi ♥♥♥,2,it
L'union de la Gauche aux abois. Même une partie non négligeable du PS est divisé sur la politique du Gvt Valls 2. http,0,fr
El verano pasado estaba ligerameeente más gordita y la ropa que compré ya no me queda igual,1,es
A proposito de La buona scuola http http,1,it
"@user I just wanna say that the rain scene in #FantasticBeasts was one of the most poetical things I've ever seen, thank you for that. ",2,en
Arsenal v SUNDERLAND: New signing Louis Saha set to lead the line in absence of Stephane Sessegnon: Sun... #Arsenal ,1,en
the word scheiße makes shit sounds better.,2,de
@user O máximo #MasterChefBR,2,pt
@user @user Al #G20 di Cannes circola tra le conversazioni informali il nome di Mario Monti come nuovo premier! #Italiaresiste,1,it
"non rompete il cazzo, l' abbiamo fatto per divertimento, dai un pó di umorismo.  #twitterparty",0,it
"""@user: La famille est un élément essentiel de tout développement humain et social durable.""",2,fr
@user Haha. He's not even close to Tim Duncan. Never suggested otherwise. ,0,en
"Por favor @user hj não exiba o Profissão Reporter, quero ver o #ConversaComBial e depois vou dormir. 😘✌",2,pt
"With a gun to my head, The Stranger Song might be my favourite Leonard Cohen song... only because it's emotional trajectory is so familiar ",2,en
"#Philohaiku 951. Verabsolutier' / Niemals das Spezielle: / Würdest zum Monster. #haiku, #philosophy, #machiavelli",1,de
"@user bellissimo, beata te!! Anche io vorrei fare un corso di qualità ma che non costi troppo!",2,it
Nuovo governo monti: dal bunga bunga al banca banca ...,0,it
Prefiro as mais velhas 😍 Mas tem novinhas q 👏 #Encontro,2,pt
#ecologie Rénovation énergétique : des aides renforcées depuis le 1er septembre http,2,fr
#ConversaComBial  Bial como sempre dando show,2,pt
"\""Gli Stati Uniti sono la prova evidente di quanto sbagliato sia per la democrazia avere partiti privatizzati.\""N.Urbinati #Grillo #radicali",0,it
Camila Queirós sempre lindaaaa #VideoShowAoVivo,2,pt
#wahlschau Kriminelle Südländer überfallen brutal Rentner http,1,de
Tirem esse homem do programa pelo amor de Deus #Encontro,0,pt
@user a mí en directo pero,1,es
@user qué bien suena una nórdica hablando en argento,2,es
"@user @user no sé eso espero, y lo mismo que anulen eso de la prescribición de los delitos, no sé si menciona algo de eso",1,es
@user Ähm... Neeee. *Packung unauffällig hinterm Rücken versteck*,1,de
Ana Luiza não brinca comigo eu sou cardíaca #MasterChefBR,0,pt
Développer les #ENR dans la chaleur permettrait de diminuer significativement la part des énergies carbonées http @user,2,fr
"Belle prove oggi! Ci voleva, davvero! Fanno star bene questi pomeriggi!",2,it
¿y por qué con el morado o azul no pasa lo mismo? sería genial cagar de colores,1,es
killer Anders Behring Brei... http (2/2),0,de
"@user @user As generally invoked, Islamophobia describes the fear by MSM that after a Terrorist attack, we may hate Muslims."" ",0,en
@user ultimo dia hoy? Nooooo  que yo iba el miercoles que vuelvo de las vacaciones.,0,es
"Terminé mi Inktober, pero mi hermano no está y no lo podré subir Esperaré que pasen 3 días más para subirlos juntos. Adivinen que dibuje!",1,es
Scheißer....ehhm beschissener,0,de
"@user si es que no puedo olvidar cuando te viii, imposible. Que resumiendo, no te puedo olvidar  y no lo haré jamás chiqui ❣️💞",2,es
@user ciao a me piacciono tutti i ragazzi di tluc ma in particolare michele e matteo &gt;.&lt;,1,it
!Feliz año nuevo! este 2017 sea realmente un año muy lindo y maravilloso ^_^,1,es
"Fiasco énergétique – Echec économique &amp; social du développement durable, paradigme idéologique dominant en Europe http",0,fr
@user @user hab mich sehr gefreut &lt;33 ihr seid die besten!!,2,de
"Ainda bem que já comi, pq assistir ao @user de estomago vazio não da!!! #MasterChefBR",0,pt
@user und? Hast dus fertig? :P,2,de
@user hey lass meinen food porn in ruhe :-P *gerade leicht angetrunken ist*,2,de
@user su madre sé suicido y la encontró Chelo muerta,0,es
Carlos Alberto vai virar Youtuber #TheNoite #APracaENossa,1,pt
Eu colocaria sardinha numa maionese e serviria num pão tostado! #MasterChefBR,1,pt
"by putting it on your face, you're condoning animal testing and animal ingredients in make up!! ",0,en
"Se for comparar, a Fátima quase sempre teve os cortes de cabelo parecidos com o da Celine Dion. Duas rainhas ❤ #VideoShowAoVivo",2,pt
Un pacifiste prône la paix dans l'instant. Un sage prévoit la paix sur 7 vies. Un écologiste anticipe la destruction de l'humanité. #éveil,0,fr
Nossa mais o nariz do maluma é quilométrico. Kkkk mas mesmo assim é lindo. #thenoite,2,pt
La conférence des Nobel sur l'état de la planète annulée http,0,fr
@user @user @user @user @user @user Very Cool!,2,de
Absolute scheiße ne halbe Stunde zu früh aufzustehen -.-',0,de
Mersey side derby tomorrow\u002c who do you think will come out on top? #behindthegoal ,1,en
"Notre enquête “la malédiction des éoliennes blanches”, photos et vidéo pour @user http",0,fr
"On achète son propre GAZ en devises (STeg de BG), on rentre en gréve contre les énergies renouvelables (SteG) ,... http",0,fr
Des arbres coupés à cause d’un convoi d’éoliennes à Péronne http,1,fr
Today's pod @user talks about the @user deal w/ the Patriots &amp; gives thoughts on NFL &amp; CFB for Thurs night ,1,en
"Olá, @user! Gostaríamos de ver a cantora e youtuber @user no #MaisVocê. Obrigada! @user @user",1,pt
"@user  Filhos são uma benção na nossa vida, tenho gêmeos já estão com 21 anos... #AltasHoras #DiaDasMães",2,pt
"RT @user: Alltagsforschung: Morgens ehrlich, nachmittags hinterhältig http",1,de
Disertori della zappa #BolognaRoma,1,it
Lamentable lo de Badilla... un sentido pesame para sus hijas que se quedan sin papá,0,es
"Conto alla rovescia per Telefisco, il quiz per misurare la vostra preparazione su tasse e controlli:  In quali c... http",1,it
"A suivre absolument, un pseudo-chat WTF avec Sophie Caillat, journaliste nombrilo-bobo-écolo &gt; http",1,fr
Entendi a intenção dos 2 ringues mas achei meio brega e confuso #MasterChefBR,0,pt
'Und was nehmen Sie?'- 'Ich nehm dann mal die traurige Wendung.',0,de
@user @user fue genial  debemos organizar más cosas así sin necesidad de que nadie abandone el país 😂,2,es
We get a 2nd Christmas in February with Kendrick and Coles collab album ,2,en
Google multiplie les erreurs pour le lancement de son écosystème Android Wear via Presse citron http,0,fr
Man I hope she doesn't Frank Ocean us  ,1,en
RT @user: Furchterregendes Interview mit #CDC-Vizepräsidenten zur fehlenden Zukunft wirksamer #Antibiotika. #Gesundheit... http,0,de
@user @user @user @user @user quiero un polo así,1,es
"@user 'cause Lovatics r more... Lovatics may not be registered in twitter, it's normal"" ",0,en
Bon #WE et #FF à tous @user @user @user @user @user @user @user @user,1,fr
Cuando suben tres fotos tuyas representando tres clases de la Escuela de Música y sales de todo menos bien,0,es
"@user Si o sea, el cel no me interesa tanto pero las cosas que tenía ahí eran irremplazables Gracias por escribir.",1,es
Clearly an attempt to scare people people into supporting more gun control ,0,en
"""Galaxy S II can be wiped by just clicking a link, other devices may be vulnerable #Galaxy #Samsung #HTML #Vulnerability"" ",0,en
não vou bater neurose  não vou bater neurose  não vou bater neurose não vou bater neurose... #VideoShowAoVivo  Meninos mandem um oi pra mim.,1,pt
Me siento estafada con la hamburguesa pensé que era de pollo pero de pollo con pavo 🦃 #nomegusta,0,es
"Y eso es triste la vdd. Por vosotros, no por mi",0,es
@user Yo mismo quiero hacerlo pero muchas veces me da pereza y me enfado conmigo mismo,0,es
@user Você é DEZ!!  #VideoShowAoVivo 📺,2,pt
Das interessiert mich gerade echt nicht. #Domian,0,de
La beauté de la floraison des lotus http,2,fr
RT @user: Happy Birthday And Happy Bar Mitzah Ben!! http,2,de
Mario Monti senatore a vita http,1,it
alguien duo por la noche?,1,es
IX Congresso nazionale di Legambiente. Un appello a Mario Monti per ridurre i tagli al trasporto pubblico locale... http,1,it
As of last night I am a proud owner of a #Niffler #FantasticBeasts 😀😀😀😀🤗🤗🤗🤗 ,2,en
Kekkoo! sono Giorgia solo che con un altro cognome..quello del mio fidanzato [quello della foto..bello è] xD!,2,it
"@user Europa League wie die NFL spielen lassen ? 32 Teams, x Wochen plus Playoffs ??",1,de
#ecologie Dompierre-les-Ormes Fête de la science ce week-end à la Galerie http,1,fr
"@user io di reggio calabria, ascolto un pò di tutto :)",2,it
"Este año he descubierto una #Extremadura diferente, donde tus miedos se convierten en sueños y donde los muros se convierten en metas",2,es
They just called me gotta go pick them Gucci foams up tomorrow ,1,en
Mucchetti: Il Governo #Monti e il no alle banche. Ma allora dove sono i poteri forti? http Dove si parla degli intrecci,1,it
#reprise do #MasterChefBR AGORAAAA! Lá no @user ❤️,1,pt
@user aber ohne rae und Xavier :(,0,de
Sorry I can't make it in to work tomorrow got caught in a SHARKNADO ,0,en
"@user y en Chile hubo terremoto de 7,7. El 2016 es el peor año.",0,es
Awe @user is retiring. 1st pro tennis match I ever watched live was Andy vs Feliciano under the lights in Indian Wells! #goodtimes ,2,en
@user son...I left them so open. I got em hot and said \u2019u can hear the rest of that poem on Nov 11th at Santos Party house\u2019 lmao ,1,en
There are many more Catholics who DO NOT agree with Mourdock than Gingrich or others may think. ,0,en
Que bueno que me regalen un cargador nuevo y un lifeproof para mi teléfono,2,es
Ana Paula padrão vai pedir desligamento da Band depois de tanto recolocar o lenço nos bonecos #MasterChefBR,1,pt
#ecologie France : les prix des carburants poursuivent leur baisse http,1,fr
Agora recebam ele que tem paladar infantil @user #TheNoite,0,pt
Happy Black Friday everybody! @user #thewalkingdead #walkers #zombies #blackfriday… ,2,en
@user @user jajajajaja. El All Bran es Pro!  Buenos días compis!,2,es
Não é nada fácil lidar com a Ansiedade... eu que o diga... 👻#ConversaComBial,2,pt
Rubare ai 'poveri' per dare alle ricche banche ecco il governo Monti,0,it
@user ostia... jugaba a uno de los primeros en la SNES en japonés!! Y lo jodido es que lo acabé  Me encantaban estos juegos!,2,es
"La típica que nunca ha dicho la palabra ""picha"", siempre se la ha ""comido"".",0,es
@user #MasterChefBR começou! Junto com o jogo da liberta e gsw x spurs. Que terça.,2,pt
"@user un placer guapa!! @user es un sol!! bueno, los dos los sois",2,es
"á lire ""Les énergies #renouvelables: la seule voie vers un système énergétique sûr, abordable.."" @user   http",2,fr
"RT @user: Müssen dann eigentlich auch alte Schlager umgetextet und neu eingesungen werden? Sinti-und-Roma-Junge, Sinti-und-Roma-Jun…",1,de
"HAHA @user sentiu a falta dos #twitters hoje! "" - Vocês devem estar bem ocupados!!"" 📺👀😂 Eu também tô com vocês viu!!! #VídeoShowAoVivo",0,pt
Milano: prima e dopo il passaggio di Pisapippa #http,1,it
All the basic females #mcm in atlanta is either jacquees drake chris brown august alsina or trey songz ,1,en
Un governo Monti con Berlusconi dentro! http,1,it
@user graaaaandee!,2,it
Não entendo essas mesas e sofás desconfortáveis em programas de entrevista? #ConversaComBial,0,pt
If you go down to history books of islam you will see that nothing like Boko Haram fake jihad ever take place ,0,en
Torcendo pelo Vitor gente. Com dedo cortado merece ficar #MasterChefBR #FicaVitor,2,pt
Heureu de te retrouver @user. Tu nous manquait ds @user. #lpj. Et bravo pour l.humour.Des écologistes @user,2,fr
@user 10° à Werchter. 35° à Werchter. Le réchauffement climatique s'intensifie. http  Merci de RT.,2,fr
@user natürlich🎾,2,de
"Yuko e Vitor B ah naoo, enqto isso Nayane, Leonardo e Miriam ainda na competição que merdaaaa #MasterChefBR",0,pt
Será que não tem nenhuma assessoria pra ver quais são nossas expressões e como utilizamos de verdade?!!! E o sotaque!!! Pqp #VideoShowAoVivo,0,pt
@user ya ya pero aún así no me convenció,0,es
Disparition des insectes : une #catastrophe silencieuse http #Environnement #écosystème http,0,fr
@user @user I have no one to drive me :( I am going to Amy\u2019s tomorrow to do Maths. ,0,en
#ecologie SALAISE-SUR-SANNE Ségolène Royal s'oppose aux déchets australiens http,0,fr
@user Marshall plutot ! Lui qui préfère aider les entreprises ecologiques plutot qu'avoir un gros salaire,2,fr
@user Te tengo que recordar quien menciono a quien primero? Igual por tener sangre ferrolana eres mas lentita,0,es
"Delphine Batho: «En matière d'écologie, dès qu'on bouscule quelque chose, la main tremble» - 20minutes.fr http",0,fr
No pude con mi genio y voy a almorzar. Para colmo combinado de pollo con gaseosa,1,es
@user Inhalt vom Kochtopf blau machen? Licht blau machen? ;),2,de
fehlerhafte fehlermeldung #klassiker,1,de
@user ich komm gerade gar nicht hinterher! Bin auch sooo aufgeregt gerade. Berichte nachher. DAAAAANKE aber fuer die Glueckwuensche,2,de
"""My man Uzumaki Khan takes Thursday's off work just to watch Naruto, love that guy man"" ",2,en
@user vamos a juntos en concierto?,1,es
@user claroooo o a varios solo que ya les vale ... PSOE roto etc,0,es
"Vitor B saiu do #MasterChefBR , mas permanece no meu coração Sai mirim, volta Vitor b",0,pt
Stuttgarter Zeitung: Senioren hinter Gitter: Experten empfehlen altersgerechten Umbau der Gefängniss http,0,de
@user @user Un capullo menos en el Valencia. Si no esta al 100% con el Valencia lo mejor es venderlo.,0,es
Indonésie:  le plus grand sanctuaire du monde pour la raie manta. http #Ecotourisme,2,fr
Citoyen concerné @user #vegan #Décroissance  #ecologie #Nucléaire #AGaucheEnVert #Vélorution  #Enseignant #EELV,1,fr
Tapoha q prova difícil #MasterChefBR,1,pt
mañana tengo el día libre y no tengo nada más que hacer que dormir,2,es
Black people are so dope #ThankYouObama #BET ,2,en
F8 – Facebook passe de Réseau Social à Écosystème Social http via @user,1,fr
I want a 16th birthday like My Super Psycho Sweet 16 with extra pyscho. ,1,en
"#Dracénie : le PIDAF, un outil de protection de la forêt http",2,fr
@user yo soy totalmente puntual,1,es
"""i got lots of tweets asking for shoutouts to Niall, if i think about it i will give shoutouts to Niall when i get back from work TOMORROW!!"" ",2,en
PASSA NO SEU NAMARIA!  #MaisVoce,0,pt
Lancement des Chemins de l'hydroélectricité - Visite des centrales hydroélectriques des Pays de Savoie | @user http,2,fr
"RT @user: ""Sörtie eit end sörti nein"" #Schwiegertochtergesucht",1,de
Hakawerk   produits d hygiene et d entretien ecologiques   lessives   cosmetiques   consommables  papier toilette   http,1,fr
Savons naturels ecologiques http,1,fr
"Heute unter ""Photografix Fotoprojekte"": Nordeuropäische Landschaften von Dennis Polkläser! Reinschauen lohnt sich! http",1,de
"@user jajajaa sii, aunque acabo en un año comunica y convalido mis 3 años de derecho, sumado a los electicos que iré llevando",1,es
Family time then I'm going to fire up the stream! Either more SOMA or I may jump on the hype train and give Dark Souls a go! 930pm tonight! ,2,en
Esse bofe machista da plateia vai ser massacrado ja ja kkkkkkkkkk #Encontro,0,pt
@user di fronte all'ippodromo Le Cappanelle a Roma,1,it
@user De pequeño escribía con la zurda hasta que una profesora me obligó a hacerlo con la diestra,0,es
"Quem quer um macarrão com pós balada do Vieira? Sardinha de entrada, o principal eh a Vieira... 😎 #MasterChefBR",1,pt
@user una gran oportunidad para que disfrutemos (con @user ) de su trabajo...,1,es
@user Produktiv Scheitern kann auch Spaß machen. Siehe Beispiele: http,2,de
"@user tio que depresión. Pero no pasa nada, el amor lo soluciona todo",2,es
#ecologie Travaux d'économie d'énergie - Nouveau crédit d'impôt http,1,fr
Obama's agenda was 2 destroy American Exceptionalism &amp; Kerry is just dumb. What language does Iran speak? We may need 2 learn it #tcot #ccot ,0,en
@user CircoloPDMarconi-Roma chiede tua disponibilità iniziativa scuola #labuonascuola gennaio 2015,1,it
Il contributo di LibreItalia alla consultazione pubblica #labuonascuola http,1,it
Fifty five years ago today TO KILL A MOCKINGBIRD was published. GO SET A WATCHMAN is released tomorrow. Will you read it? ,1,en
"BUen día ... Hoy será un miércoles pintado de crema y rojo. Vamos por esos 3 puntos , a dejar todo en la cancha #YdaleU @user",1,es
Que bella canción siempre me a gustado #AmorProhibido @user saludos #FIORELLACAYOESACOPAESTUYA,2,es
"comunque io non sono nelle foto ufficiali, sono stata tutto il tempo in giro AHAHHA",2,it
"#Encontro Meu pai teve 8 irmãos, minha mãe 9, eu Jesue tive 4 irmãos, eu tive 2 filhos, tempos diferentes.",1,pt
Décision de non soumission à la réalisation d'une étude d'impact du projet d'aménagement d'un centre commercia... http,1,fr
@user @user @user Nos encantará saber tus  impresiones sobre el libro. Seguro que Nora estará encantada también.,2,es
"Clogs: Ganter Sonnica, Weite E... http #520280570000 #clogs #damen #ganter #grau #pantoletten #sonnica #weite",1,de
Ayúdanos a conocerte mejor para seguir mejorando  ✍️  ¿Cómo conociste #Microteatro?,1,es
"Com certeza quem acha que tudo é racismo, é porque nunca foi vítima ou nunca chegou a ver esse ato acontecer tão perto! #Encontro",0,pt
"@user Monsefuana, tienes que configurar eso. Jajajaja. No se puede vivir en paz con el carrete lleno de memes. Te daré los tips.",1,es
@user Yeah I think so. We saw Suarez score up near us and we played pretty well 2nd half so it wasn\u2019t so bad. Probably should\u2019ve had ET ,2,en
@user le risorse della scuola pubblica alle private... Questa è la buona scuola!,0,it
Aline Moraes mais linda ainda #AltasHoras,2,pt
@user Ich danke! ;),2,de
Nothing to do with importing Muslims &amp; Mexicans or dumbing down kids by liberals. Move on.  ,0,en
"@user me duele la pierna del puñetazo que me diste aye, en dos sitios, agresivo",0,es
"""I think it was the 15th anniversary of Raw, I was walking down the hallway, and Hulk Hogan was walking... ",1,en
"Aunque el día no empezó de la mejor manera, queda en uno decidir que tipo de día se quiere vivir.",1,es
[#VotreEnergie] La rénovation énergétique à l’honneur pour la fête de l’énergie ! http http,2,fr
@user me ofrecería pero gerald es demasiado lindo,1,es
'David Price' appeared on Tuesday 4 at the 6th place in the Top20 of Ottawa's Trends: #trndnl ,2,en
@user lo so amore grazie..,2,it
"Leider muss ich morgen wieder knechten, sonst würde der True Blood-Nachmittag vielleicht eine True Blood-Nacht.",0,de
"Vus à Odenas que traverse #tdf2014: Huppe fasciée, Oedicnème criard, Linotte mélodieuse, Alouette lulu, Moineau friquet... #lpo #ecologie",2,fr
Se Paolo non è gay io divento Miss Italia come minimo!  #LuckyLadies,2,it
@user La carta compuesta es un factor más. También está la #sinastría que ayuda a suavizar una compuesta difícil,1,es
"@user I see tbh it would be better the other way round uh just say ich spreche nicht gut deutsch, auf wiedersehen",2,de
@user *grins* *breit grins*,2,de
Che poi domani dovrei andare a scuola ma mia mamma mi fa stare a casa :),2,it
@user Haha! Besser gehts kaum noch. Nur in Ausnahmefällen also...,2,de
@user in your bio you mention July 25th 2013 does that mean that you are going to the 1D concert at the Maverik Center like me? ,1,en
"Berufstätigkeit mit Behinderung? Für den deutschen Bürokraten eine kognitive Überforderung. Seelig sind die, die ,,, http",1,de
L'addetto stampa di Mario Monti e' un idolo. Buongiorno Mondo.,2,it
Les #energies #renouvelables commencent a briller   #photovoltaique #pv #TransitionEnergetique http http,2,fr
"Migliaia di persone per #Grillo in piazza Duomo a Milano. Era circa un anno fa, si sa com'è andata http",1,it
Super Mario pensaci tu!http Anche Gesu #Grillo Beppe Grillo #gmail #sapevatelo,1,it
"Tenho paixão pelo trabalho e encanto pela beleza, mas cada entrevista do Santoro me deixa mais admirador do homem Rodrigo. #ConversaComBial",2,pt
"@user ähhhh. also ich bin grad nich so geil drauf, erst heim zu gehen und dann nochmal weg. ich hab hunger ;_;",0,de
Léo Lins de VERA VERÃO mano Ri Demais kkkkkkkkķkk EEEEEEEEEEEEEEPÁ kkkkkkkk @LeoLins @user #THENOITE,2,pt
"Os imagino tal que as - oye tío digamos que somos aliados para follar más jeje  - venga tío,va a ver si cuela",1,es
Ana parece aquela amiga que dá PT e se acaba na night. #MasterChefBR,1,pt
"@user I liked the 4th sentence about the ""LA Galaxy where David Beckham was put out to grass..."" ",1,en
"@user: Governo Monti: aspetta e spread il titolo di oggi di #agorarai ci piace, tipo.. ... che il lavoro se ne e andato in Cina.",2,it
@user anche io non credo ma è comunque una mancanza di rispetto nei suoi confronti. Sapevano che ci teneva non è stato corretto,0,it
